#index,class_name,parent_name,size_param,size_decoded,id_hex,attr,alloc_idx,this_addr,parent_addr,vptr
4028,sSetManager::SetMgrFlag,(root),12,12,0x2f1391e8,0,0,0x021c0b24,0x021e71e8,0x01ae28a8
4029,sShlManager,(root),356,356,0x699112b9,0,0,0x021c0bcc,0x021c11e8,0x01ae28a8
4030,sShlManager::cShlLimitCtrl,(root),12,12,0x39492271,0,0,0x021c0bec,0x021e71e8,0x01ae28a8
4031,sShlManager::cShlLimitCnt,(root),12,12,0x76b827f4,0,0,0x021c0c0c,0x021e71e8,0x01ae28a8
4032,sSIECommerceDialog,(root),48,48,0x0c661455,0,0,0x021c0c40,0x02204c94,0x01ae28a8
4033,sSiteManager,(root),52,52,0x06e10156,0,0,0x021c0c64,0x02204c94,0x01ae28a8
4034,rSitePack,(root),120,120,0x55ed64fa,0,0,0x021c0c84,0x022040dc,0x01ae28a8
4035,sSiteManager::cSiteLoader,(root),16,16,0x6f2ea4c8,0,0,0x021c0ca4,0x021e71e8,0x01ae28a8
4036,sSoundExt::cVoiceRequest,(root),36,36,0x416e6aa3,0,0,0x021c0cdc,0x021e71e8,0x01ae28a8
4037,sSoundExt::cNonStopStream,(root),12,12,0x56101b5b,0,0,0x021c0cfc,0x021e71e8,0x01ae28a8
4038,sSoundExt,(root),292064,292064,0x79f9e092,0,0,0x021c0d1c,0x02204460,0x01ae28a8
4039,cSplitBgm,(root),16,16,0x2e3126c3,0,0,0x021c0d3c,0x021e71e8,0x01ae28a8
4040,sSoundManager::cEmSetState,(root),32,32,0x29278281,0,0,0x021c0d74,0x021e71e8,0x01ae28a8
4041,sSoundManager,(root),608,608,0x07e93ac5,0,0,0x021c0d94,0x02204c94,0x01ae28a8
4042,sTalkManager,(root),188,188,0x3e9fa67a,0,0,0x021c0dc8,0x02204c94,0x01ae28a8
4043,sTalkManager::cTellQueueNode,(root),28,28,0x4186cabd,0,0,0x021c0de8,0x021e71e8,0x01ae28a8
4044,aViewer,(root),48,48,0x7a606f10,0,0,0x021c0e10,0x022040bc,0x01ae28a8
4045,,(root),164792,164792,0x7fffffff,0,0,0x021c10ac,0x02204378,0x01ae28a8
4046,sToolExt,(root),32,32,0x3a776719,0,0,0x021c10e0,0x02206788,0x01ae28a8
4047,sTutorialGuide,(root),76,76,0x2dfc02b6,0,0,0x021c1114,0x02204c94,0x01ae28a8
4048,sTutorialGuide::cOpenGuideNo,(root),28,28,0x401d3487,0,0,0x021c1134,0x021e71e8,0x01ae28a8
4049,sUnitExt,(root),2413688,2413688,0x4db135d8,0,0,0x021c1164,0x0220454c,0x01ae28a8
4050,cUseComp,(root),4,4,0x234cd994,1,0,0x021c1188,0x021e71e8,0x01ae28a8
4051,cUseCompNpc,cUseComp,8,8,0x540a8a3c,0,0,0x021c11a8,0x021c1188,0x01ae28a8
4052,cUseCompEnemy,cUseComp,8,8,0x448ff6b6,0,0,0x021c11c8,0x021c1188,0x01ae28a8
4053,sUnitManager,(root),116,116,0x611644ff,1,0,0x021c11e8,0x02204c94,0x01ae28a8
4054,sUnitManager::cLODDistData,(root),16,16,0x05cd4358,0,0,0x021c1208,0x021e71e8,0x01ae28a8
4055,sVibrationExt,(root),2160,2160,0x29f4a2ab,0,0,0x021c1228,0x022066c4,0x01ae28a8
4056,cCustomWeatherParam,(root),176,176,0x015d385b,0,0,0x021c125c,0x021e71e8,0x01ae28a8
4057,sWeatherManager,(root),7376,7376,0x015f9012,0,0,0x021c127c,0x02204c94,0x01ae28a8
4058,sWorkRate,(root),104,104,0x0457771f,0,0,0x021c1384,0x02204c94,0x01ae28a8
4059,sWorldOffset,(root),112,112,0x6f1ba5da,0,0,0x021c13bc,0x02204c94,0x01ae28a8
4060,sZoneStatus,(root),80,80,0x0fd53257,0,0,0x021c13e4,0x02204c94,0x01ae28a8
4061,sZoneUnitCtrl,(root),316,316,0x5dbd5a53,0,0,0x021c1418,0x02204c94,0x01ae28a8
4062,uAimCheck,(root),7536,7536,0x57dcce00,0,0,0x021c1680,0x021c229c,0x01ae28a8
4063,uAnimal,(root),7424,7424,0x00065887,0,0,0x021c19a4,0x021c229c,0x01ae28a8
4064,uAnimal::ActBase,cAction,24,24,0x69b97e43,0,0,0x021c19c4,0x0217d530,0x01ae28a8
4065,uAnimal::ActFootwork,uAnimal::ActBase,28,28,0x594cc06d,0,0,0x021c19e4,0x021c19c4,0x01ae28a8
4066,uAnimal::ActWalk,uAnimal::ActBase,48,48,0x249cfa77,0,0,0x021c1a04,0x021c19c4,0x01ae28a8
4067,uAnimal::ActRun,uAnimal::ActBase,48,48,0x6e32a50a,0,0,0x021c1a24,0x021c19c4,0x01ae28a8
4068,uAnimal::ActTurn,uAnimal::ActBase,32,32,0x092d9565,0,0,0x021c1a44,0x021c19c4,0x01ae28a8
4069,uAnimal::ActCollapse,uAnimal::ActBase,28,28,0x5b0390ac,0,0,0x021c1a64,0x021c19c4,0x01ae28a8
4070,uAnimal::ActEscape,uAnimal::ActBase,48,48,0x2e3bce7c,0,0,0x021c1a84,0x021c19c4,0x01ae28a8
4071,uAnimal::ActApproach,uAnimal::ActBase,32,32,0x6a3c406d,0,0,0x021c1aa4,0x021c19c4,0x01ae28a8
4072,uAnimal::ActFlap,uAnimal::ActBase,24,24,0x7b2aee7f,0,0,0x021c1ac4,0x021c19c4,0x01ae28a8
4073,uAnimal::ActSleep,uAnimal::ActBase,32,32,0x08f86145,0,0,0x021c1ae4,0x021c19c4,0x01ae28a8
4074,uAnimal::ActGhost,uAnimal::ActBase,48,48,0x04983348,0,0,0x021c1b04,0x021c19c4,0x01ae28a8
4075,uArmor,(root),7456,7456,0x2d16e4cb,0,0,0x021c1b28,0x021c229c,0x01ae28a8
4076,uBlurFilterExt,(root),224,224,0x257ac4ec,0,0,0x021c1b48,0x02204aa4,0x01ae28a8
4077,uCameraBase,(root),2704,2704,0x148233ba,0,0,0x021c1b6c,0x02207894,0x01ae28a8
4078,cCameraInfo,(root),64,64,0x59fcf204,0,0,0x021c1b8c,0x021e71e8,0x01ae28a8
4079,cCameraSeqInfo,cCameraInfo,112,112,0x479b4b7c,0,0,0x021c1bac,0x021c1b8c,0x01ae28a8
4080,cCameraSeqInfo2,cCameraSeqInfo,112,112,0x11a3f7dc,0,0,0x021c1bcc,0x021c1bac,0x01ae28a8
4081,cCameraQuake,(root),2352,2352,0x0c477260,0,0,0x021c1bec,0x021e71e8,0x01ae28a8
4082,uCameraGame,uCameraBase,4208,4208,0x771dfc57,0,0,0x021c1c1c,0x021c1b6c,0x01ae28a8
4083,cCamImpBase,(root),160,160,0x75dc60a6,1,0,0x021c1c3c,0x021e71e8,0x01ae28a8
4084,cCamImpSdr,cCamImpBase,180,180,0x4430fca6,0,0,0x021c1c5c,0x021c1c3c,0x01ae28a8
4085,cCamImpTarget,cCamImpBase,416,416,0x14baf7a1,0,0,0x021c1c7c,0x021c1c3c,0x01ae28a8
4086,cCamExParam,(root),480,480,0x7a6e53e6,1,0,0x021c1c9c,0x021e71e8,0x01ae28a8
4087,cCamExParamTarget,cCamExParam,560,560,0x4d30ab5b,0,0,0x021c1cbc,0x021c1c9c,0x01ae28a8
4088,cCamExParamSdr,cCamExParam,512,512,0x4793c0fa,0,0,0x021c1cdc,0x021c1c9c,0x01ae28a8
4089,cCamExParamSdr::cSdrParam,(root),16,16,0x52caacc7,0,0,0x021c1cfc,0x021e71e8,0x01ae28a8
4090,nCameraGame::cTemplateParam,(root),304,304,0x2e2c7d74,0,0,0x021c1d1c,0x021e71e8,0x01ae28a8
4091,uCharacter,(root),7680,7680,0x7b97ff6c,0,0,0x021c1d50,0x021c229c,0x01ae28a8
4092,cEditParamList,(root),12,12,0x73651332,0,0,0x021c1d84,0x021e71e8,0x01ae28a8
4093,uCharacterEditBase,(root),480,480,0x561a8ad2,1,0,0x021c1da4,0x0220463c,0x01ae28a8
4094,uCharacterEdit,uCharacterEditBase,4688,4688,0x5b44e527,0,0,0x021c1dc4,0x021c1da4,0x01ae28a8
4095,cUndoData,(root),148,148,0x1ed5b2bb,0,0,0x021c1de4,0x021e71e8,0x01ae28a8
4096,uCharacterEditCameraBase,(root),720,720,0x56bcc4bd,0,0,0x021c1e04,0x02206a38,0x01ae28a8
4097,uCharacterEditCameraBase::cLimit,(root),12,12,0x7017d93d,0,0,0x021c1e24,0x021e71e8,0x01ae28a8
4098,uCharacterEditCamera,uCharacterEditCameraBase,720,720,0x6245220a,0,0,0x021c1e44,0x021c1e04,0x01ae28a8
4099,uCharacterSelect,uCharacterEditBase,2080,2080,0x51c803d4,0,0,0x021c1e78,0x021c1da4,0x01ae28a8
4100,uCharacterSelectCamera,uCharacterEditCameraBase,720,720,0x7ccff797,0,0,0x021c1e98,0x021c1e04,0x01ae28a8
4101,uCnsBoneScale,(root),160,160,0x1ecb5d15,0,0,0x021c1eb8,0x022078d4,0x01ae28a8
4102,cCnsBoneScaleCtrl,(root),80,80,0x0f2b85a5,0,0,0x021c1ed8,0x021e71e8,0x01ae28a8
4103,uCnsBowUpper,(root),208,208,0x18b4b829,0,0,0x021c1ef8,0x022078d4,0x01ae28a8
4104,uCnsDDOIK::uCnsJoint,(root),136,136,0x01e30b17,2,0,0x021c1f18,0x022078d4,0x01ae28a8
4105,uCnsDDOIK::JointInfo,(root),624,624,0x78e6ffa2,0,0,0x021c1f38,0x021e71e8,0x01ae28a8
4106,uCnsDDOIK,(root),3536,3536,0x50997758,0,0,0x021c1f58,0x022078d4,0x01ae28a8
4107,uCnsEdit,(root),304,304,0x07418a8b,0,0,0x021c1f78,0x022078d4,0x01ae28a8
4108,uCnsHeadCtrl,(root),160,160,0x7ed1cd79,0,0,0x021c1f98,0x022078d4,0x01ae28a8
4109,uCnsIKHandle,(root),136,136,0x26590740,0,0,0x021c1fb8,0x022078d4,0x01ae28a8
4110,uCnsIKTarget,(root),136,136,0x71b60865,0,0,0x021c1fd8,0x022078d4,0x01ae28a8
4111,uCnsLegCtrl,(root),288,288,0x2b2aeba5,0,0,0x021c1ff8,0x022078d4,0x01ae28a8
4112,uCnsMotFilter,(root),136,136,0x78eac9b8,0,0,0x021c2018,0x022078d4,0x01ae28a8
4113,uCnsScaleFix,(root),128,128,0x1dfa4004,0,0,0x021c2038,0x022078d4,0x01ae28a8
4114,uCnsShakeCtrl,(root),240,240,0x5ad4175f,0,0,0x021c2058,0x022078d4,0x01ae28a8
4115,uCnsTurnUpper,(root),224,224,0x64cab76c,0,0,0x021c2078,0x022078d4,0x01ae28a8
4116,uCnsWeapon,(root),128,128,0x2cb69ddb,0,0,0x021c2098,0x022078d4,0x01ae28a8
4117,uControl,(root),496,496,0x416775cb,0,0,0x021c20c0,0x0220463c,0x01ae28a8
4118,uControlEnemy,uControl,640,640,0x2121307e,0,0,0x021c20f4,0x021c20c0,0x01ae28a8
4119,uControlNpc,uControl,632,632,0x1de4e9f6,0,0,0x021c2128,0x021c20c0,0x01ae28a8
4120,uCorePointSearch,(root),7440,7440,0x2aa7ae0c,0,0,0x021c214c,0x021c229c,0x01ae28a8
4121,uCorePointSearch::cCoreSearchInfo,(root),48,48,0x511840bc,0,0,0x021c216c,0x021e71e8,0x01ae28a8
4122,uCustomSimSoftBody,(root),3120,3120,0x2afd90f9,0,0,0x021c2190,0x02205360,0x01ae28a8
4123,uDDOActorModel,(root),7728,7728,0x1c87b518,0,0,0x021c21b8,0x0220718c,0x01ae28a8
4124,uDDOActorModelEm,uDDOActorModel,7776,7776,0x071de578,0,0,0x021c21dc,0x021c21b8,0x01ae28a8
4125,uDDOActorModelPl,uDDOActorModel,10128,10128,0x47af33fa,0,0,0x021c2200,0x021c21b8,0x01ae28a8
4126,uDDOActorModelPl::cColorCtrl,(root),32,32,0x4eeac207,0,0,0x021c2220,0x021e71e8,0x01ae28a8
4127,uDDOActorModelPubPl,uDDOActorModelPl,10144,10144,0x12ac5af4,0,0,0x021c2244,0x021c2200,0x01ae28a8
4128,uDDOBaseModel,(root),3728,3728,0x54ffb91e,0,0,0x021c2268,0x0220531c,0x01ae28a8
4129,uDDOModel,(root),7376,7376,0x1029e2cf,0,0,0x021c229c,0x0220533c,0x01ae28a8
4130,uEditSaveLoadFlow,(root),320,320,0x2ad5f114,0,0,0x021c22e4,0x0220463c,0x01ae28a8
4131,uEfCam,(root),960,960,0x26b5c952,0,0,0x021c2308,0x021c23a0,0x01ae28a8
4132,uEfCamNoPause,uEfCam,960,960,0x0f658f00,0,0,0x021c2328,0x021c2308,0x01ae28a8
4133,uEffect2DExt,(root),496,496,0x57f26ccc,0,0,0x021c234c,0x02206a98,0x01ae28a8
4134,uEffect2DExtNoPause,uEffect2DExt,496,496,0x4013419c,0,0,0x021c236c,0x021c234c,0x01ae28a8
4135,uEffectExt,(root),928,928,0x42dbe2b1,0,0,0x021c23a0,0x02205d68,0x01ae28a8
4136,uEffectExtNoPause,uEffectExt,928,928,0x42006f07,0,0,0x021c23c0,0x021c23a0,0x01ae28a8
4137,uEffectExtWorldOffset,uEffectExt,928,928,0x3b262cef,0,0,0x021c23e0,0x021c23a0,0x01ae28a8
4138,uEm010202,(root),8624,8624,0x70b0b4d0,0,0,0x021c2404,0x021c4d88,0x01ae28a8
4139,cEm010202ActFireModeOn,cEmActAttackBase,64,64,0x06687613,0,0,0x021c2424,0x02182344,0x01ae28a8
4140,uEm010210,(root),8608,8608,0x07a5e4bd,0,0,0x021c2448,0x021c4e18,0x01ae28a8
4141,uEm010303,(root),8640,8640,0x0675ee71,0,0,0x021c246c,0x021c4d88,0x01ae28a8
4142,cEm010303ActGuardCounter,cEmActGuardCounter,64,64,0x697f9768,0,0,0x021c248c,0x02180b84,0x01ae28a8
4143,cEm010303ActComboBash,cEmActAttackBase,64,64,0x6cc557c1,0,0,0x021c24ac,0x02182344,0x01ae28a8
4144,uEm010440,(root),8624,8624,0x7e5f6c4a,0,0,0x021c24d0,0x021c4d88,0x01ae28a8
4145,uEm010470,(root),8608,8608,0x55723f89,0,0,0x021c24f4,0x021c4d88,0x01ae28a8
4146,uEm010471,(root),8608,8608,0x22750f1f,0,0,0x021c2518,0x021c4d88,0x01ae28a8
4147,uEm010480,(root),8608,8608,0x52ea2346,0,0,0x021c253c,0x021c4d88,0x01ae28a8
4148,uEm010482,(root),8608,8608,0x3ce4426a,0,0,0x021c2560,0x021c4d88,0x01ae28a8
4149,uEm010820,(root),8608,8608,0x211f32a8,0,0,0x021c2584,0x021c5170,0x01ae28a8
4150,cEm010820ActDead,cEmActDead,112,112,0x133a6ed6,0,0,0x021c25a4,0x0218158c,0x01ae28a8
4151,uEm010221,(root),8624,8624,0x5b8f87e8,0,0,0x021c25c8,0x021c4e18,0x01ae28a8
4152,cEm010221ActDeadDirect,cEmActDeadDirect,128,128,0x7d63c2f3,0,0,0x021c25e8,0x021815cc,0x01ae28a8
4153,uEm011201,(root),8640,8640,0x5105820f,0,0,0x021c261c,0x021c4f34,0x01ae28a8
4154,cEm011201SummonMove,cEmActNormalBase,80,80,0x0204bf5d,0,0,0x021c263c,0x021822c4,0x01ae28a8
4155,cEm011201PriorWait,cEmActNormalBase,80,80,0x7fb37a54,0,0,0x021c265c,0x021822c4,0x01ae28a8
4156,cEm011201PriorDead,cEmActDeadBase,112,112,0x6f78b095,0,0,0x021c267c,0x02182384,0x01ae28a8
4157,uEm011400,(root),8624,8624,0x228fce2b,0,0,0x021c26a0,0x021c4d88,0x01ae28a8
4158,uEm011410,(root),8752,8752,0x3b94ff6a,0,0,0x021c26c4,0x021c4d88,0x01ae28a8
4159,cEm011410FogSummonAppear,cEmActNmlSummonAppear,64,64,0x60b70eb8,0,0,0x021c26e4,0x02181cc0,0x01ae28a8
4160,cEm011410NoWarpWait,cEmActNmlWait,64,64,0x32919862,0,0,0x021c2704,0x021819e0,0x01ae28a8
4161,cEm011410WarpEnd,cEmActWarpEndEx,80,80,0x771fa5db,0,0,0x021c2724,0x02181da0,0x01ae28a8
4162,cEm011410FogWarpEnd,cEmActWarpEndEx,80,80,0x40edc7ce,0,0,0x021c2744,0x02181da0,0x01ae28a8
4163,cEm011410FogFirstWarpEnd,cEmActWarpEndEx,80,80,0x4800f50a,0,0,0x021c2764,0x02181da0,0x01ae28a8
4164,uEm011500,(root),8608,8608,0x234da41c,0,0,0x021c2788,0x021c4e18,0x01ae28a8
4165,uEm015010,(root),8672,8672,0x33ffc0e1,0,0,0x021c27ac,0x021c4df4,0x01ae28a8
4166,uEm015033,(root),8624,8624,0x18c0f3d9,0,0,0x021c27d0,0x021c4df4,0x01ae28a8
4167,uEm015050,(root),8624,8624,0x579305e5,0,0,0x021c27f4,0x021c4df4,0x01ae28a8
4168,uEm015060,(root),8608,8608,0x7cbe5626,0,0,0x021c2818,0x021c4df4,0x01ae28a8
4169,cEm015060ActExtraBurstStart,cEmActAttackBase,64,64,0x3a01b665,0,0,0x021c2838,0x02182344,0x01ae28a8
4170,cEm015060ActExtraBurstSet,cEmActArmedExtraBurst,64,64,0x0503b62d,0,0,0x021c2858,0x02180e04,0x01ae28a8
4171,cEm015060ActArmedAtkNear,cEmActAttackBase,64,64,0x5ff0d2f0,0,0,0x021c2878,0x02182344,0x01ae28a8
4172,uEm015220,(root),8608,8608,0x1b56474c,0,0,0x021c289c,0x021c4df4,0x01ae28a8
4173,cEm015220ActExtraBurstStart,cEmActAttackBase,64,64,0x10285c41,0,0,0x021c28bc,0x02182344,0x01ae28a8
4174,cEm015220ActExtraBurstMain,cEmActAttackBase,64,64,0x04d58c9e,0,0,0x021c28dc,0x02182344,0x01ae28a8
4175,cEm015220ActExtraBurstSet,cEmActArmedExtraBurst,64,64,0x7a1f67da,0,0,0x021c28fc,0x02180e04,0x01ae28a8
4176,uEm015230,(root),8736,8736,0x024d760d,0,0,0x021c2930,0x021c4e60,0x01ae28a8
4177,cEmAct015230ExtraAtkNear,cEmActAttackBase,64,64,0x407bf349,0,0,0x021c2950,0x02182344,0x01ae28a8
4178,cEmAct015230Extra2AtkNear,cEmActAttackBase,64,64,0x033b5f1a,0,0,0x021c2970,0x02182344,0x01ae28a8
4179,cEmAct015230ExtraAtkBreath,cEmActAtkBreath,64,64,0x3935c39e,0,0,0x021c2990,0x02180b24,0x01ae28a8
4180,cEmAct015230ExtraHillock,cEmActAttackBase,80,80,0x097a53ee,0,0,0x021c29b0,0x02182344,0x01ae28a8
4181,cEmAct015230DownStart,cEmActDamageBase,96,96,0x52b12fb5,0,0,0x021c29d0,0x02182364,0x01ae28a8
4182,cEmAct015230DownNow,cEmActDamageBase,112,112,0x52c55573,0,0,0x021c29f0,0x02182364,0x01ae28a8
4183,cEmAct015230DownEnd,cEmActDamageBase,96,96,0x4335ca0d,0,0,0x021c2a10,0x02182364,0x01ae28a8
4184,cEmAct015230AtkJump,cEmActAttackBase,64,64,0x67c03736,0,0,0x021c2a30,0x02182344,0x01ae28a8
4185,uEm015330,(root),8624,8624,0x038f1c3a,0,0,0x021c2a54,0x021c4df4,0x01ae28a8
4186,cEm015330ActExtraBurstStart,cEmActAttackBase,64,64,0x6a95e499,0,0,0x021c2a74,0x02182344,0x01ae28a8
4187,cEm015330ActExtraBurstMain,cEmActAttackBase,64,64,0x36503780,0,0,0x021c2a94,0x02182344,0x01ae28a8
4188,cEm015330ActExtraBurstSet,cEmActArmedExtraBurst,64,64,0x42af5163,0,0,0x021c2ab4,0x02180e04,0x01ae28a8
4189,cEm015330ResetStart,cEmActAttackBase,80,80,0x5033517a,0,0,0x021c2ad4,0x02182344,0x01ae28a8
4190,cEm015330ResetSet,cEmActAttackBase,64,64,0x4a1a667b,0,0,0x021c2af4,0x02182344,0x01ae28a8
4191,uEm015400,(root),8912,8912,0x2ded597c,0,0,0x021c2b24,0x021c4dac,0x01ae28a8
4192,cEm015400ActWarpStart,cEmActWarpStart,64,64,0x37f2380f,0,0,0x021c2b44,0x02181d60,0x01ae28a8
4193,cEm015400ActWarpEnd,cEmActWarpEnd,64,64,0x3438da1f,0,0,0x021c2b64,0x02181d80,0x01ae28a8
4194,cEm015400FogFinishWarpEnd,(root),80,80,0x1aa28002,0,0,0x021c2b84,0x021c2d84,0x01ae28a8
4195,cEm015400ActRegeneSp1Start,cEmActRegenerateStart,64,64,0x2f46ba51,0,0,0x021c2ba4,0x02181d20,0x01ae28a8
4196,cEm015400ActRegeneSp1Set,cEmActRegenerateSet,64,64,0x211b17f0,0,0,0x021c2bc4,0x02181d40,0x01ae28a8
4197,cEm015400ActRegeneSp2Start,cEmActRegenerateStart,64,64,0x29d2c8ff,0,0,0x021c2be4,0x02181d20,0x01ae28a8
4198,cEm015400ActRegeneSp2Set,cEmActRegenerateSet,64,64,0x33aeb81e,0,0,0x021c2c04,0x02181d40,0x01ae28a8
4199,cEm015400Leave,cEmActNormalBase,64,64,0x3297e3a2,0,0,0x021c2c24,0x021822c4,0x01ae28a8
4200,cEmActEm015400AirShrink,cEmActAirShrink,96,96,0x3b9e944c,0,0,0x021c2c44,0x0218120c,0x01ae28a8
4201,cEmActEm015400SpOugiShlLoop,cEmActAttackBase,112,112,0x276d4218,0,0,0x021c2c64,0x02182344,0x01ae28a8
4202,cEmActEm015400SpAtkCrush,cEmActCrush,96,96,0x11fd6bf8,0,0,0x021c2c84,0x021813cc,0x01ae28a8
4203,cEmActEm015400AirSwayedLoop,cEmActSwayed,112,112,0x5b3c9461,0,0,0x021c2ca4,0x0218124c,0x01ae28a8
4204,cEmActEm015400Swayed,cEmActSwayed,112,112,0x3b8a87f4,0,0,0x021c2cc4,0x0218124c,0x01ae28a8
4205,cEm015400ActFogStart,cEmActAtkSummonSet,80,80,0x30d36130,0,0,0x021c2ce4,0x02180ac4,0x01ae28a8
4206,cEm015400ActWaitHide,cEmActNmlWait,64,64,0x5bd03a38,0,0,0x021c2d04,0x021819e0,0x01ae28a8
4207,cEm015400ActNmlToBattleSummon,cEmActAtkSummonSet,64,64,0x6aeca331,0,0,0x021c2d24,0x02180ac4,0x01ae28a8
4208,cStateEm015400Base,cState,20,20,0x0b08164d,0,0,0x021c2d44,0x02195e78,0x01ae28a8
4209,cEm015400FogWarpEnd,cEmActWarpEndEx,80,80,0x42e404ba,0,0,0x021c2d64,0x02181da0,0x01ae28a8
4210,cEm015400InitPosWarpEnd,cEmActWarpEndEx,80,80,0x3c025dc1,0,0,0x021c2d84,0x02181da0,0x01ae28a8
4211,cStateEm015400FogHide,cStateEm015400Base,24,24,0x1833ebe4,0,0,0x021c2da4,0x021c2d44,0x01ae28a8
4212,cStateEm015400FogAppear,cStateEm015400Base,20,20,0x5aa33b2e,0,0,0x021c2dc4,0x021c2d44,0x01ae28a8
4213,cStateEm015400FogDrawOff,cStateEm015400Base,20,20,0x5c4079ac,0,0,0x021c2de4,0x021c2d44,0x01ae28a8
4214,uEm015401,(root),8624,8624,0x5aea69ea,0,0,0x021c2e08,0x021c4f34,0x01ae28a8
4215,cEm015401ActWarpStart,cEmActWarpStart,64,64,0x6a64e18a,0,0,0x021c2e28,0x02181d60,0x01ae28a8
4216,cEm015401ActWarpEnd,cEmActWarpEndEx,96,96,0x75b605df,0,0,0x021c2e48,0x02181da0,0x01ae28a8
4217,cEm015401ActHoverLateral,cEmActHoverMotion,64,64,0x047c8093,0,0,0x021c2e68,0x02181830,0x01ae28a8
4218,uEm015506,(root),8608,8608,0x454c967e,0,0,0x021c2e8c,0x021c4df4,0x01ae28a8
4219,uEm015508,(root),8608,8608,0x22f4bb79,0,0,0x021c2eb0,0x021c4df4,0x01ae28a8
4220,cEm015508ActAtkCombo,cEmActAttackBase,64,64,0x1d4b922b,0,0,0x021c2ed0,0x02182344,0x01ae28a8
4221,cEm015508ActStunAtkCombo,cEmActAttackBase,64,64,0x47dde904,0,0,0x021c2ef0,0x02182344,0x01ae28a8
4222,uEm015510,(root),8608,8608,0x3534020a,0,0,0x021c2f14,0x021c4df4,0x01ae28a8
4223,cEm015510ActExtraBurstStart,cEmActAttackBase,64,64,0x566697d3,0,0,0x021c2f34,0x02182344,0x01ae28a8
4224,cEm015510ActExtraBurstSet,cEmActArmedExtraBurst,64,64,0x5aa731f3,0,0,0x021c2f54,0x02180e04,0x01ae28a8
4225,uEm015603,(root),8656,8656,0x3760dca8,0,0,0x021c2f88,0x021c4f34,0x01ae28a8
4226,cEmAct015603Hide,cEmActNormalBase,80,80,0x208985d6,0,0,0x021c2fa8,0x021822c4,0x01ae28a8
4227,cEmAct015603Appear,cEmActNormalBase,80,80,0x1dd91bba,0,0,0x021c2fc8,0x021822c4,0x01ae28a8
4228,cEmAct015603Dead,cEmActNormalBase,80,80,0x693507d9,0,0,0x021c2fe8,0x021822c4,0x01ae28a8
4229,cEmAct015603Escape,cEmActNormalBase,80,80,0x5447d506,0,0,0x021c3008,0x021822c4,0x01ae28a8
4230,cEmAct015603WarpStart,cEmActWarpStart,80,80,0x4841e902,0,0,0x021c3028,0x02181d60,0x01ae28a8
4231,cEmAct015603WarpFrontEnd,cEmActWarpEndEx,96,96,0x028250c0,0,0,0x021c3048,0x02181da0,0x01ae28a8
4232,cEmAct015603WarpBackEnd,cEmActWarpEndEx,96,96,0x3a8bd3f7,0,0,0x021c3068,0x02181da0,0x01ae28a8
4233,cEmAct015603DeathScythe,cEmActAttackBase,80,80,0x49e8e6de,0,0,0x021c3088,0x02182344,0x01ae28a8
4234,cEmAct015603Lantern,cEmActAttackBase,80,80,0x1882ceed,0,0,0x021c30a8,0x02182344,0x01ae28a8
4235,cEmAct015603Down,cEmActCrushToDown,112,112,0x18efdec6,0,0,0x021c30c8,0x021814ac,0x01ae28a8
4236,uShlDeathLantern,(root),9056,9056,0x7b9335cd,0,0,0x021c30e8,0x021cd0f4,0x01ae28a8
4237,cShlParamDeathLantern,(root),352,352,0x176c6ce0,0,0,0x021c3108,0x021cd114,0x01ae28a8
4238,uEm015611,(root),8624,8624,0x40758cc5,0,0,0x021c312c,0x021c4f34,0x01ae28a8
4239,uEm015620,(root),8608,8608,0x1c5fef90,0,0,0x021c3150,0x021c4f34,0x01ae28a8
4240,uEm015717,(root),8608,8608,0x28d443c7,0,0,0x021c3174,0x021c4e60,0x01ae28a8
4241,cEm015717ActAtkDashStart,cEmActAttackBase,64,64,0x11deaf48,0,0,0x021c3194,0x02182344,0x01ae28a8
4242,cEm015717ActAtkDashLoop,cEmActAttackBase,64,64,0x524798c0,0,0,0x021c31b4,0x02182344,0x01ae28a8
4243,cEm015717ActAtkDashFinish,cEmActAttackBase,64,64,0x77c5f47c,0,0,0x021c31d4,0x02182344,0x01ae28a8
4244,uEm015719,(root),8624,8624,0x4f6c6ec0,0,0,0x021c31f8,0x021c4e60,0x01ae28a8
4245,uEm015720,(root),8704,8704,0x1d9d85a7,0,0,0x021c321c,0x021c4e60,0x01ae28a8
4246,cEm015720LegCtrl,(root),40,40,0x6cafcec8,0,0,0x021c323c,0x021e71e8,0x01ae28a8
4247,uEm015730,(root),8768,8768,0x0486b4e6,0,0,0x021c326c,0x021c4e60,0x01ae28a8
4248,cEmAct015730ToDown,cEmActToDown,112,112,0x7e298244,0,0,0x021c328c,0x0218148c,0x01ae28a8
4249,cEmAct015730LegBreakToDown,cEmActDamageBase,96,96,0x797415ff,0,0,0x021c32ac,0x02182364,0x01ae28a8
4250,cEmAct015730LegChanceDown,cEmActDown,96,96,0x59ca2459,0,0,0x021c32cc,0x0218150c,0x01ae28a8
4251,cEmAct015730Storm,cEmActAtkShell,64,64,0x1bd0c98a,0,0,0x021c32ec,0x02180ae4,0x01ae28a8
4252,cEmAct015730StoneBreath,cEmActAtkShell,64,64,0x1892d2e9,0,0,0x021c330c,0x02180ae4,0x01ae28a8
4253,cEmAct015730AtkHigh,cEmActAtkShell,64,64,0x575f1e31,0,0,0x021c332c,0x02180ae4,0x01ae28a8
